abakować,abakuję,abakujesz,abakuje,abakujemy,abakujecie,abakują
konstruować,konstruuję,konstruujesz,konstruuje,konstruujemy,konstruujecie,konstruują
konsultować,konsultuję,konsultujesz,konsultuje,konsultujemy,konsultujecie,konsultują
konsultować się,konsultuję się,konsultujesz się,konsultuje się,konsultujemy się,konsultujecie się,konsultują się
konsumować,konsumuję,konsumujesz,konsumuje,konsumujemy,konsumujecie,konsumują
kontemplować,kontempluję,kontemplujesz,kontempluje,kontemplujemy,kontemplujecie,kontemplują
kontentować,kontentuję,kontentujesz,kontentuje,kontentujemy,kontentujecie,kontentują
kontrolować,kontroluję,kontrolujesz,kontroluje,kontrolujemy,kontrolujecie,kontrolują
kontuzjować,kontuzjuję,kontuzjujesz,kontuzjuje,kontuzjujemy,kontuzjujecie,kontuzjują
kontynuować,kontynuuję,kontynuujesz,kontynuuje,kontynuujemy,kontynuujecie,kontynuują
konwertować,konwertuję,konwertujesz,konwertuje,konwertujemy,konwertujecie,konwertują
konwojować,konwojuję,konwojujesz,konwojuje,konwojujemy,konwojujecie,konwojują
kopać,kopię,kopiesz,kopie,kopiemy,kopiecie,kopią
kopcić,kopcę,kopcisz,kopci,kopcimy,kopcicie,kopcą
kopertować,kopertuję,kopertujesz,kopertuje,kopertujemy,kopertujecie,kopertują
kopiować,kopiuję,kopiujesz,kopiuje,kopiujemy,kopiujecie,kopiują
kopsnąć,kopsnę,kopsniesz,kopsnie,kopsniemy,kopsniecie,kopsną
kopulować,kopuluję,kopulujesz,kopuluje,kopulujemy,kopulujecie,kopulują
korelować,koreluję,korelujesz,koreluje,korelujemy,korelujecie,korelują
korespondować,koresponduję,korespondujesz,koresponduje,korespondujemy,korespondujecie,korespondują
korkować,korkuję,korkujesz,korkuje,korkujemy,korkujecie,korkują
korodować,koroduję,korodujesz,koroduje,korodujemy,korodujecie,korodują
korzystać,korzystam,korzystasz,korzysta,korzystamy,korzystacie,korzystają
kosić,koszę,kosisz,kosi,kosimy,kosicie,koszą
kosztować,kosztuję,kosztujesz,kosztuje,kosztujemy,kosztujecie,kosztują
kotwiczyć,kotwiczę,kotwiczysz,kotwiczy,kotwiczymy,kotwiczycie,kotwiczą
kołować,kołuję,kołujesz,kołuje,kołujemy,kołujecie,kołują
kpić,kpię,kpisz,kpi,kpimy,kpicie,kpią
krakać,kraczę,kraczesz,kracze,kraczemy,kraczecie,kraczą
kramować się,kramuję się,kramujesz się,kramuje się,kramujemy się,kramujecie się,kramują się
kraść,kradnę,kradniesz,kradnie,kradniemy,kradniecie,kradną
krasić,kraszę,krasisz,krasi,krasimy,krasicie,kraszą
krążyć,krążę,krążysz,krąży,krążymy,krążycie,krążą
kręcić,kręcę,kręcisz,kręci,kręcimy,kręcicie,kręcą
kreować,kreuję,kreujesz,kreuje,kreujemy,kreujecie,kreują
krępować,krępuję,krępujesz,krępuje,krępujemy,krępujecie,krępują
kreślić,kreślę,kreślisz,kreśli,kreślimy,kreślicie,kreślą
krochmalić,krochmalę,krochmalisz,krochmali,krochmalimy,krochmalicie,krochmalą
kroczyć,kroczę,kroczysz,kroczy,kroczymy,kroczycie,kroczą
kroić,kroję,kroisz,kroi,kroimy,kroicie,kroją
kruszyć,kruszę,kruszysz,kruszy,kruszymy,kruszycie,kruszą
kruszyć się,kruszę się,kruszysz się,kruszy się,kruszymy się,kruszycie się,kruszą się
krwawić,krwawię,krwawisz,krwawi,krwawimy,krwawicie,krwawią
krytykować,krytykuję,krytykujesz,krytykuje,krytykujemy,krytykujecie,krytykują
krzepić,krzepię,krzepisz,krzepi,krzepimy,krzepicie,krzepią
krzyczeć,krzyczę,krzyczysz,krzyczy,krzyczymy,krzyczycie,krzyczą
krzyknąć,krzyknę,krzykniesz,krzyknie,krzykniemy,krzykniecie,krzykną
krzywić,krzywię,krzywisz,krzywi,krzywimy,krzywicie,krzywią
kształtować,kształtuję,kształtujesz,kształtuje,kształtujemy,kształtujecie,kształtują
kuć,kuję,kujesz,kuje,kujemy,kujecie,kują
kucać,kucam,kucasz,kuca,kucamy,kucacie,kucają
kucharzyć,kucharzę,kucharzysz,kucharzy,kucharzymy,kucharzycie,kucharzą
kuchcić,kuchcę,kuchcisz,kuchci,kuchcimy,kuchcicie,kuchcą
kujonić,kujonię,kujonisz,kujoni,kujonimy,kujonicie,kujonią
kukać,kukam,kukasz,kuka,kukamy,kukacie,kukają
kukować,kukuję,kukujesz,kukuje,kukujemy,kukujecie,kukują
kulać,kulam,kulasz,kula,kulamy,kulacie,kulają
kumać,kumam,kumasz,kuma,kumamy,kumacie,kumają
kumulować,kumuluję,kumulujesz,kumuluje,kumulujemy,kumulujecie,kumulują
kupić,kupię,kupisz,kupi,kupimy,kupicie,kupią
kupować,kupuję,kupujesz,kupuje,kupujemy,kupujecie,kupują
kurwić,kurwię,kurwisz,kurwi,kurwimy,kurwicie,kurwią
kusić,kuszę,kusisz,kusi,kusimy,kusicie,kuszą
kwaterować,kwateruję,kwaterujesz,kwateruje,kwaterujemy,kwaterujecie,kwaterują
kwestionować,kwestionuję,kwestionujesz,kwestionuje,kwestionujemy,kwestionujecie,kwestionują
kwestować,kwestuję,kwestujesz,kwestuje,kwestujemy,kwestujecie,kwestują
kwiecić,kwiecę,kwiecisz,kwieci,kwiecimy,kwiecicie,kwiecą
kłamać,kłamię,kłamiesz,kłamie,kłamiemy,kłamiecie,kłamią
kłaniać się,kłaniam się,kłaniasz się,kłania się,kłaniamy się,kłaniacie się,kłaniają się
kłaść,kładę,kładziesz,kładzie,kładziemy,kładziecie,kładą
kłaść się,kładę się,kładziesz się,kładzie się,kładziemy się,kładziecie się,kładą się
kłócić,kłócę,kłócisz,kłóci,kłócimy,kłócicie,kłócą
kłócić się,kłócę się,kłócisz się,kłóci się,kłócimy się,kłócicie się,kłócą się
kłuć się,kluję się,klujesz się,kluje się,klujemy się,klujecie się,klują się
lać,leję,lejesz,leje,lejemy,lejecie,leją
lądować,ląduję,lądujesz,ląduje,lądujemy,lądujecie,lądują
lajkować,lajkuję,lajkujesz,lajkuje,lajkujemy,lajkujecie,lajkują
lajsnąć,lajsnę,lajśniesz,lajśnie,lajśniemy,lajśniecie,lajsną
lansować,lansuję,lansujesz,lansuje,lansujemy,lansujecie,lansują
laserować,laseruję,laserujesz,laseruje,laserujemy,laserujecie,laserują
lasować,lasuję,lasujesz,lasuje,lasujemy,lasujecie,lasują
latać,latam,latasz,lata,latamy,latacie,latają
lec,legnę,legniesz,legnie,legniemy,legniecie,legną
lecieć,lecę,lecisz,leci,lecimy,lecicie,lecą
leczyć,leczę,leczysz,leczy,leczymy,leczycie,leczą
leczyć się,leczę się,leczysz się,leczy się,leczymy się,leczycie się,leczą się
legitymizować,legitymizuję,legitymizujesz,legitymizuje,legitymizujemy,legitymizujecie,legitymizują
lęgnąć się,lęgnę się,lęgniesz się,lęgnie się,lęgniemy się,lęgniecie się,lęgną się
lekceważyć,lekceważę,lekceważysz,lekceważy,lekceważymy,lekceważycie,lekceważą
leniwieć,leniwieję,leniwiejesz,leniwieje,leniwiejemy,leniwiejecie,leniwieją
lepić,lepię,lepisz,lepi,lepimy,lepicie,lepią
lewarować,lewaruję,lewarujesz,lewaruje,lewarujemy,lewarujecie,lewarują
leżakować,leżakuję,leżakujesz,leżakuje,leżakujemy,leżakujecie,leżakują
leżeć,leżę,leżysz,leży,leżymy,leżycie,leżą
liczyć,liczę,liczysz,liczy,liczymy,liczycie,liczą
liczyć się,liczę się,liczysz się,liczy się,liczymy się,liczycie się,liczą się
liderować,lideruję,liderujesz,lideruje,liderujemy,liderujecie,liderują
likwidować,likwiduję,likwidujesz,likwiduje,likwidujemy,likwidujecie,likwidują
limitować,limituję,limitujesz,limituje,limitujemy,limitujecie,limitują
linczować,linczuję,linczujesz,linczuje,linczujemy,linczujecie,linczują
lituanizować,lituanizuję,lituanizujesz,lituanizuje,lituanizujemy,lituanizujecie,lituanizują
lizać,liżę,liżesz,liże,liżemy,liżecie,liżą
logować,loguję,logujesz,loguje,logujemy,logujecie,logują
logować się,loguję się,logujesz się,loguje się,logujemy się,logujecie się,logują się
losować,losuję,losujesz,losuje,losujemy,losujecie,losują
lśnić,lśnię,lśnisz,lśni,lśnimy,lśnicie,lśnią
lubić,lubię,lubisz,lubi,lubimy,lubicie,lubią
lubić się,lubię się,lubisz się,lubi się,lubimy się,lubicie się,lubią się
lukrować,lukruję,lukrujesz,lukruje,lukrujemy,lukrujecie,lukrują
lulać,lulam,lulasz,lula,lulamy,lulacie,lulają
lustrować,lustruję,lustrujesz,lustruje,lustrujemy,lustrujecie,lustrują
lutować,lutuję,lutujesz,lutuje,lutujemy,lutujecie,lutują
łachać,łacham,łachasz,łacha,łachamy,łachacie,łachają
łączyć,łączę,łączysz,łączy,łączymy,łączycie,łączą
łączyć się,łączę się,łączysz się,łączy się,łączymy się,łączycie się,łączą się
ładować,ładuję,ładujesz,ładuje,ładujemy,ładujecie,ładują
ładować się,ładuję się,ładujesz się,ładuje się,ładujemy się,ładujecie się,ładują się
łagodnieć,łagodnieję,łagodniejesz,łagodnieje,łagodniejemy,łagodniejecie,łagodnieją
łagodzić,łagodzę,łagodzisz,łagodzi,łagodzimy,łagodzicie,łagodzą
łaknąć,łaknę,łakniesz,łaknie,łakniemy,łakniecie,łakną
łamać,łamię,łamiesz,łamie,łamiemy,łamiecie,łamią
łamać się,łamię się,łamiesz się,łamie się,łamiemy się,łamiecie się,łamią się
łapać,łapię,łapiesz,łapie,łapiemy,łapiecie,łapią
łapać się,łapię się,łapiesz się,łapie się,łapiemy się,łapiecie się,łapią się
łaźbić,łaźbię,łaźbisz,łaźbi,łaźbimy,łaźbicie,łaźbią
łazić,łażę,łazisz,łazi,łazimy,łazicie,łażą
łgać,łżę,łżesz,łże,łżemy,łżecie,łżą
łobzować,łobzuję,łobzujesz,łobzuje,łobzujemy,łobzujecie,łobzują
łoić,łoję,łoisz,łoi,łoimy,łoicie,łoją
łowić,łowię,łowisz,łowi,łowimy,łowicie,łowią
łudzić,łudzę,łudzisz,łudzi,łudzimy,łudzicie,łudzą
łuszczyć,łuszczę,łuszczysz,łuszczy,łuszczymy,łuszczycie,łuszczą
łysieć,łysieję,łysiejesz,łysieje,łysiejemy,łysiejecie,łysieją
łzawić,łzawię,łzawisz,łzawi,łzawimy,łzawicie,łzawią
machać,macham,machasz,macha,machamy,machacie,machają
mącić,mącę,mącisz,mąci,mącimy,mącicie,mącą
mącić się,mącę się,mącisz się,mąci się,mącimy się,mącicie się,mącą się
maczać,maczam,maczasz,macza,maczamy,maczacie,maczają
mączkować,mączkuję,mączkujesz,mączkuje,mączkujemy,mączkujecie,mączkują
magazynować,magazynuję,magazynujesz,magazynuje,magazynujemy,magazynujecie,magazynują
maglować,magluję,maglujesz,magluje,maglujemy,maglujecie,maglują
mailować,mailuję,mailujesz,mailuje,mailujemy,mailujecie,mailują
majsterkować,majsterkuję,majsterkujesz,majsterkuje,majsterkujemy,majsterkujecie,majsterkują
malować,maluję,malujesz,maluje,malujemy,malujecie,malują
malować się,maluję się,malujesz się,maluje się,malujemy się,malujecie się,malują się
maltretować,maltretuję,maltretujesz,maltretuje,maltretujemy,maltretujecie,maltretują
mamić,mamię,mamisz,mami,mamimy,mamicie,mamią
manewrować,manewruję,manewrujesz,manewruje,manewrujemy,manewrujecie,manewrują
manipulować,manipuluję,manipulujesz,manipuluje,manipulujemy,manipulujecie,manipulują
manygować,manyguję,manygujesz,manyguje,manygujemy,manygujecie,manygują
markotnieć,markotnieję,markotniejesz,markotnieje,markotniejemy,markotniejecie,markotnieją
marmoryzować,marmoryzuję,marmoryzujesz,marmoryzuje,marmoryzujemy,marmoryzujecie,marmoryzują
marmurkować,marmurkuję,marmurkujesz,marmurkuje,marmurkujemy,marmurkujecie,marmurkują
marnotrawić,marnotrawię,marnotrawisz,marnotrawi,marnotrawimy,marnotrawicie,marnotrawią
marnować,marnuję,marnujesz,marnuje,marnujemy,marnujecie,marnują
martwić,martwię,martwisz,martwi,martwimy,martwicie,martwią
martwić się,martwię się,martwisz się,martwi się,martwimy się,martwicie się,martwią się
marznąć,marznę,marzniesz,marznie,marzniemy,marzniecie,marzną
marzyć,marzę,marzysz,marzy,marzymy,marzycie,marzą
maskować,maskuję,maskujesz,maskuje,maskujemy,maskujecie,maskują
maskować się,maskuję się,maskujesz się,maskuje się,maskujemy się,maskujecie się,maskują się
masturbować,masturbuję,masturbujesz,masturbuje,masturbujemy,masturbujecie,masturbują
maszerować,maszeruję,maszerujesz,maszeruje,maszerujemy,maszerujecie,maszerują
matkować,matkuję,matkujesz,matkuje,matkujemy,matkujecie,matkują
matować,matuję,matujesz,matuje,matujemy,matujecie,matują
matowieć,matowieję,matowiejesz,matowieje,matowiejemy,matowiejecie,matowieją
mazurzyć,mazurzę,mazurzysz,mazurzy,mazurzymy,mazurzycie,mazurzą
mdleć,mdleję,mdlejesz,mdleje,mdlejemy,mdlejecie,mdleją
męczyć,męczę,męczysz,męczy,męczymy,męczycie,męczą
medytować,medytuję,medytujesz,medytuje,medytujemy,medytujecie,medytują
mędzić,mędzę,mędzisz,mędzi,mędzimy,mędzicie,mędzą
mejlować,mejluję,mejlujesz,mejluje,mejlujemy,mejlujecie,mejlują
meldować,melduję,meldujesz,melduje,meldujemy,meldujecie,meldują
meldować się,melduję się,meldujesz się,melduje się,meldujemy się,meldujecie się,meldują się
merdać,merdam,merdasz,merda,merdamy,merdacie,merdają
mianować,mianuję,mianujesz,mianuje,mianujemy,mianujecie,mianują
miauczeć,miauczę,miauczysz,miauczy,miauczymy,miauczycie,miauczą
miauknąć,miauknę,miaukniesz,miauknie,miaukniemy,miaukniecie,miaukną
mieć,mam,masz,ma,mamy,macie,mają
mieć się,mam się,masz się,ma się,mamy się,macie się,mają się
międolić,międolę,międolisz,międoli,międolimy,międolicie,międolą
mielić,mielę,mielisz,mieli,mielimy,mielicie,mielą
mierzić,mierżę,mierzisz,mierzi,mierzimy,mierzicie,mierżą
mierzyć,mierzę,mierzysz,mierzy,mierzymy,mierzycie,mierzą
mierzyć się,mierzę się,mierzysz się,mierzy się,mierzymy się,mierzycie się,mierzą się
mieścić,mieszczę,mieścisz,mieści,mieścimy,mieścicie,mieszczą
mieścić się,mieszczę się,mieścisz się,mieści się,mieścimy się,mieścicie się,mieszczą się
miesić,mieszę,miesisz,miesi,miesimy,miesicie,mieszą
mięsopustować,mięsopustuję,mięsopustujesz,mięsopustuje,mięsopustujemy,mięsopustujecie,mięsopustują
mieszać,mieszam,mieszasz,miesza,mieszamy,mieszacie,mieszają
mieszać się,mieszam się,mieszasz się,miesza się,mieszamy się,mieszacie się,mieszają się
mieszkać,mieszkam,mieszkasz,mieszka,mieszkamy,mieszkacie,mieszkają
miewać,miewam,miewasz,miewa,miewamy,miewacie,miewają
migać,migam,migasz,miga,migamy,migacie,migają
migać się,migam się,migasz się,miga się,migamy się,migacie się,migają się
mignąć,mignę,migniesz,mignie,migniemy,migniecie,migną
mijać,mijam,mijasz,mija,mijamy,mijacie,mijają
milczeć,milczę,milczysz,milczy,milczymy,milczycie,milczą
minąć,minę,miniesz,minie,miniemy,miniecie,miną
miotać,miotam,miotasz,miota,miotamy,miotacie,miotają
miśkować,miśkuję,miśkujesz,miśkuje,miśkujemy,miśkujecie,miśkują
mitrężyć,mitrężę,mitrężysz,mitręży,mitrężymy,mitrężycie,mitrężą
mizernieć,mizernieję,mizerniejesz,mizernieje,mizerniejemy,mizerniejecie,mizernieją
miziać,miziam,miziasz,mizia,miziamy,miziacie,miziają
miłować,miłuję,miłujesz,miłuje,miłujemy,miłujecie,miłują
mknąć,mknę,mkniesz,mknie,mkniemy,mkniecie,mkną
mlaskać,mlaskam,mlaskasz,mlaska,mlaskamy,mlaskacie,mlaskają
mlasnąć,mlasnę,mlaśniesz,mlaśnie,mlaśniemy,mlaśniecie,mlasną
mleć,mielę,mielesz,miele,mielemy,mielecie,mielą
mniemać,mniemam,mniemasz,mniema,mniemamy,mniemacie,mniemają
mnożyć,mnożę,mnożysz,mnoży,mnożymy,mnożycie,mnożą
móc,mogę,możesz,może,możemy,możecie,mogą
mocować,mocuję,mocujesz,mocuje,mocujemy,mocujecie,mocują
moczyć,moczę,moczysz,moczy,moczymy,moczycie,moczą
modlić się,modlę,modlisz,modli,modlimy,modlicie,modlą
modrzyć,modrzę,modrzysz,modrzy,modrzymy,modrzycie,modrzą
modyfikować,modyfikuję,modyfikujesz,modyfikuje,modyfikujemy,modyfikujecie,modyfikują
montować,montuję,montujesz,montuje,montujemy,montujecie,montują
mordować,morduję,mordujesz,morduje,mordujemy,mordujecie,mordują
mortyfikować,mortyfikuję,mortyfikujesz,mortyfikuje,mortyfikujemy,mortyfikujecie,mortyfikują
morzyć,morzę,morzysz,morzy,morzymy,morzycie,morzą
motylkować,motylkuję,motylkujesz,motylkuje,motylkujemy,motylkujecie,motylkują
mówić,mówię,mówisz,mówi,mówimy,mówicie,mówią
mrugać,mrugam,mrugasz,mruga,mrugamy,mrugacie,mrugają
mrugnąć,mrugnę,mrugniesz,mrugnie,mrugniemy,mrugniecie,mrugną
mścić,mszczę,mścisz,mści,mścimy,mścicie,mszczą
mścić się,mszczę się,mścisz się,mści się,mścimy się,mścicie się,mszczą się
muczeć,muczę,muczysz,muczy,muczymy,muczycie,muczą
mulić,mulę,mulisz,muli,mulimy,mulicie,mulą
multyplikować,multyplikuję,multyplikujesz,multyplikuje,multyplikujemy,multyplikujecie,multyplikują
murować,muruję,murujesz,muruje,murujemy,murujecie,murują
murszeć,murszeję,murszejesz,murszeje,murszejemy,murszejecie,murszeją
musieć,muszę,musisz,musi,musimy,musicie,muszą
musnąć,musnę,muśniesz,muśnie,muśniemy,muśniecie,musną
muzykować,muzykuję,muzykujesz,muzykuje,muzykujemy,muzykujecie,muzykują
myć,myję,myjesz,myje,myjemy,myjecie,myją
myć się,myję się,myjesz się,myje się,myjemy się,myjecie się,myją się
mylić,mylę,mylisz,myli,mylimy,mylicie,mylą
mylić się,mylę się,mylisz się,myli się,mylimy się,mylicie się,mylą się
myśleć,myślę,myślisz,myśli,myślimy,myślicie,myślą
młotkować,młotkuję,młotkujesz,młotkuje,młotkujemy,młotkujecie,młotkują
nabazgrać,nabazgram,nabazgrasz,nabazgra,nabazgramy,nabazgracie,nabazgrają
nabałaganić,nabałaganię,nabałaganisz,nabałagani,nabałaganimy,nabałaganicie,nabałaganią
nabierać,nabieram,nabierasz,nabiera,nabieramy,nabieracie,nabierają
nabierać się,nabieram się,nabierasz się,nabiera się,nabieramy się,nabieracie się,nabierają się
nabrać,nabiorę,nabierzesz,nabierze,nabierzemy,nabierzecie,nabiorą
nabrać się,nabiorę się,nabierzesz się,nabierze się,nabierzemy się,nabierzecie się,nabiorą się
nabroić,nabroję,nabroisz,nabroi,nabroimy,nabroicie,nabroją
nabyć,nabędę,nabędziesz,nabędzie,nabędziemy,nabędziecie,nabędą
nabyć się,nabędę się,nabędziesz się,nabędzie się,nabędziemy się,nabędziecie się,nabędą się
nabywać,nabywam,nabywasz,nabywa,nabywamy,nabywacie,nabywają
nachodzić,nachodzę,nachodzisz,nachodzi,nachodzimy,nachodzicie,nachodzą
nachylić,nachylę,nachylisz,nachyli,nachylimy,nachylicie,nachylą
naciągnąć,naciągnę,naciągniesz,naciągnie,naciągniemy,naciągniecie,naciągną
nacierać,nacieram,nacierasz,naciera,nacieramy,nacieracie,nacierają
nacierać się,nacieram się,nacierasz się,naciera się,nacieramy się,nacieracie się,nacierają się
naciskać,naciskam,naciskasz,naciska,naciskamy,naciskacie,naciskają
nacisnąć,nacisnę,naciśniesz,naciśnie,naciśniemy,naciśniecie,nacisną
nacjonalizować,nacjonalizuję,nacjonalizujesz,nacjonalizuje,nacjonalizujemy,nacjonalizujecie,nacjonalizują
nadać,nadam,nadasz,nada,nadamy,nadacie,nadadzą
nadąć,nadmę,nadmiesz,nadmie,nadmiemy,nadmiecie,nadmą
nadać się,nadam się,nadasz się,nada się,nadamy się,nadacie się,nadadzą się
nadarzyć się,nadarzę się,nadarzysz się,nadarzy się,nadarzymy się,nadarzycie się,nadarzą się
nadawać,nadaję,nadajesz,nadaje,nadajemy,nadajecie,nadają
nadawać się,nadaję się,nadajesz się,nadaje się,nadajemy się,nadajecie się,nadają się
nadchodzić,nadchodzę,nadchodzisz,nadchodzi,nadchodzimy,nadchodzicie,nadchodzą
nadciągać,nadciągam,nadciągasz,nadciąga,nadciągamy,nadciągacie,nadciągają
nadciągnąć,nadciągnę,nadciągniesz,nadciągnie,nadciągniemy,nadciągniecie,nadciągną
nadejść,nadejdę,nadejdziesz,nadejdzie,nadejdziemy,nadejdziecie,nadejdą
nadepnąć,nadepnę,nadepniesz,nadepnie,nadepniemy,nadepniecie,nadepną
nadlatywać,nadlatuję,nadlatujesz,nadlatuje,nadlatujemy,nadlatujecie,nadlatują
nadmienić,nadmienię,nadmienisz,nadmieni,nadmienimy,nadmienicie,nadmienią
